Number of OTUs	Number of Clustered Sequences	Number of Replicates	Total Number of Sequences	Sample Name	Path
1	1	0	2	OSD32_6_14_NSI	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Tateyamaria;
1	1	0	2	OSD32_6_14_NSI	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Thalassobius;
184	417	507	1108	OSD32_6_14_NSI	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;uncultured;
2	3	2	7	OSD32_6_14_NSI	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;AT-s3-44;
99	238	293	630	OSD32_6_14_NSI	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;AEGEAN-169 marine group;
2	6	9	17	OSD32_6_14_NSI	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;OM75 clade;
2	0	1	3	OSD32_6_14_NSI	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;Thalassospira;
50	53	40	143	OSD32_6_14_NSI	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;uncultured;
2	0	2	4	OSD32_6_14_NSI	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillales Incertae Sedis;Reyranella;
5	1	0	6	OSD32_6_14_NSI	Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;LWSR-14;
10	3	1	14	OSD32_6_14_NSI	Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;MD3-55;
35	89	83	207	OSD32_6_14_NSI	Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Mitochondria;
2	0	0	2	OSD32_6_14_NSI	Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Rickettsiaceae;Candidatus Cryptoprodotis;
1	0	0	1	OSD32_6_14_NSI	Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Rickettsiaceae;Candidatus Gigarickettsia;
1	1	0	2	OSD32_6_14_NSI	Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Rickettsiaceae;Orientia;
4	3	0	7	OSD32_6_14_NSI	Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Rickettsiaceae;uncultured;
1	0	0	1	OSD32_6_14_NSI	Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Rickettsiales Incertae Sedis;uncultured;
41	56	44	141	OSD32_6_14_NSI	Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;S25-593;
169	310	313	792	OSD32_6_14_NSI	Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;SAR116 clade;
9	7	4	20	OSD32_6_14_NSI	Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;SAR116 clade;Candidatus Puniceispirillum;
15	47	22	84	OSD32_6_14_NSI	Bacteria;Proteobacteria;Alphaproteobacteria;SAR11 clade;
5	2	0	7	OSD32_6_14_NSI	Bacteria;Proteobacteria;Alphaproteobacteria;SAR11 clade;Deep 1;
68	228	187	483	OSD32_6_14_NSI	Bacteria;Proteobacteria;Alphaproteobacteria;SAR11 clade;Surface 1;
1	1	0	2	OSD32_6_14_NSI	Bacteria;Proteobacteria;Alphaproteobacteria;SAR11 clade;Surface 1;Candidatus Pelagibacter;
14	43	84	141	OSD32_6_14_NSI	Bacteria;Proteobacteria;Alphaproteobacteria;SAR11 clade;Surface 2;
1	23	4	28	OSD32_6_14_NSI	Bacteria;Proteobacteria;Alphaproteobacteria;SAR11 clade;Surface 3;
43	83	110	236	OSD32_6_14_NSI	Bacteria;Proteobacteria;Alphaproteobacteria;SAR11 clade;Surface 4;
7	2	4	13	OSD32_6_14_NSI	Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Erythrobacteraceae;Erythrobacter;
2	3	3	8	OSD32_6_14_NSI	Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Erythrobacteraceae;Porphyrobacter;
1	1	0	2	OSD32_6_14_NSI	Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;SD04E11;
1	1	1	3	OSD32_6_14_NSI	Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Novosphingobium;
28	61	66	155	OSD32_6_14_NSI	Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingobium;
8	5	2	15	OSD32_6_14_NSI	Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas;
3	2	0	5	OSD32_6_14_NSI	Bacteria;Proteobacteria;ARKICE-90;
5	4	3	12	OSD32_6_14_NSI	Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;MWH-UniP1 aquatic group;
1	0	0	1	OSD32_6_14_NSI	Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Burkholderia-Paraburkholderia;
1	0	0	1	OSD32_6_14_NSI	Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Polynucleobacter;
1	0	0	1	OSD32_6_14_NSI	Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Oxalobacteraceae;Janthinobacterium;
4	2	1	7	OSD32_6_14_NSI	Bacteria;Proteobacteria;Betaproteobacteria;Hydrogenophilales;Hydrogenophilaceae;uncultured;
2	0	0	2	OSD32_6_14_NSI	Bacteria;Proteobacteria;Betaproteobacteria;Methylophilales;Methylophilaceae;OM43 clade;
1	0	0	1	OSD32_6_14_NSI	Bacteria;Proteobacteria;Betaproteobacteria;Neisseriales;Neisseriaceae;uncultured;
1	0	0	1	OSD32_6_14_NSI	Bacteria;Proteobacteria;Deltaproteobacteria;Bdellovibrionales;Bacteriovoracaceae;Halobacteriovorax;
3	0	0	3	OSD32_6_14_NSI	Bacteria;Proteobacteria;Deltaproteobacteria;Bdellovibrionales;Bacteriovoracaceae;Peredibacter;
2	5	6	13	OSD32_6_14_NSI	Bacteria;Proteobacteria;Deltaproteobacteria;Bdellovibrionales;Bacteriovoracaceae;uncultured;
21	3	6	30	OSD32_6_14_NSI	Bacteria;Proteobacteria;Deltaproteobacteria;Bdellovibrionales;Bdellovibrionaceae;OM27 clade;
10	1	0	11	OSD32_6_14_NSI	Bacteria;Proteobacteria;Deltaproteobacteria;Bradymonadales;
1	2	0	3	OSD32_6_14_NSI	Bacteria;Proteobacteria;Deltaproteobacteria;Desulfarculales;Desulfarculaceae;uncultured;
5	0	0	5	OSD32_6_14_NSI	Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;BIrii41;
5	0	0	5	OSD32_6_14_NSI	Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;Blfdi19;
1	0	0	1	OSD32_6_14_NSI	Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;mle1-27;
2	1	1	4	OSD32_6_14_NSI	Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;Nannocystaceae;uncultured;
5	2	6	13	OSD32_6_14_NSI	Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;P3OB-42;
2	0	0	2	OSD32_6_14_NSI	Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;Phaselicystidaceae;Phaselicystis;
1	2	0	3	OSD32_6_14_NSI	Bacteria;Proteobacteria;Deltaproteobacteria;NB1-j;
7	11	5	23	OSD32_6_14_NSI	Bacteria;Proteobacteria;Deltaproteobacteria;Oligoflexales;Oligoflexaceae;
3	1	0	4	OSD32_6_14_NSI	Bacteria;Proteobacteria;Deltaproteobacteria;Oligoflexales;Oligoflexaceae;Pseudobacteriovorax;
28	60	72	160	OSD32_6_14_NSI	Bacteria;Proteobacteria;Deltaproteobacteria;SAR324 clade(Marine group B);
1	0	0	1	OSD32_6_14_NSI	Bacteria;Proteobacteria;Epsilonproteobacteria;Campylobacterales;Campylobacteraceae;Arcobacter;
3	0	0	3	OSD32_6_14_NSI	Bacteria;Proteobacteria;Gammaproteobacteria;Aeromonadales;Aeromonadaceae;Aeromonas;
1	1	0	2	OSD32_6_14_NSI	Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Alteromonadaceae;
6	17	20	43	OSD32_6_14_NSI	Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Alteromonadaceae;Aestuariibacter;
3	2	0	5	OSD32_6_14_NSI	Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Alteromonadaceae;Agaribacter;
3	1	0	4	OSD32_6_14_NSI	Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Alteromonadaceae;Alteromonas;
2	0	0	2	OSD32_6_14_NSI	Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Alteromonadaceae;Bowmanella;
2	0	0	2	OSD32_6_14_NSI	Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Alteromonadaceae;Marinobacter;
5	9	4	18	OSD32_6_14_NSI	Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Alteromonadaceae;Paraglaciecola;
9	6	5	20	OSD32_6_14_NSI	Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Alteromonadaceae;uncultured;
3	3	5	11	OSD32_6_14_NSI	Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Colwelliaceae;Colwellia;
6	3	2	11	OSD32_6_14_NSI	Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Colwelliaceae;Thalassotalea;
12	11	3	26	OSD32_6_14_NSI	Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Pseudoalteromonadaceae;Pseudoalteromonas;
1	1	0	2	OSD32_6_14_NSI	Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Pseudoalteromonadaceae;Psychrosphaera;
3	2	4	9	OSD32_6_14_NSI	Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Pseudoalteromonadaceae;uncultured;
3	1	0	4	OSD32_6_14_NSI	Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Shewanellaceae;Shewanella;
2	3	1	6	OSD32_6_14_NSI	Bacteria;Proteobacteria;Gammaproteobacteria;Arenicellales;Arenicellaceae;Arenicella;
1	0	0	1	OSD32_6_14_NSI	Bacteria;Proteobacteria;Gammaproteobacteria;Cardiobacteriales;Cardiobacteriaceae;uncultured;
2	2	2	6	OSD32_6_14_NSI	Bacteria;Proteobacteria;Gammaproteobacteria;Cellvibrionales;Cellvibrionaceae;Maricurvus;
3	0	0	3	OSD32_6_14_NSI	Bacteria;Proteobacteria;Gammaproteobacteria;Cellvibrionales;Cellvibrionaceae;Simiduia;
1	0	0	1	OSD32_6_14_NSI	Bacteria;Proteobacteria;Gammaproteobacteria;Cellvibrionales;Cellvibrionaceae;Umboniibacter;
2	0	0	2	OSD32_6_14_NSI	Bacteria;Proteobacteria;Gammaproteobacteria;Cellvibrionales;Halieaceae;Halioglobus;
28	75	57	160	OSD32_6_14_NSI	Bacteria;Proteobacteria;Gammaproteobacteria;Cellvibrionales;Halieaceae;OM60(NOR5) clade;
3	3	1	7	OSD32_6_14_NSI	Bacteria;Proteobacteria;Gammaproteobacteria;Cellvibrionales;Halieaceae;Parahaliea;
1	0	0	1	OSD32_6_14_NSI	Bacteria;Proteobacteria;Gammaproteobacteria;Cellvibrionales;Halieaceae;Pseudohaliea;
1	0	0	1	OSD32_6_14_NSI	Bacteria;Proteobacteria;Gammaproteobacteria;Cellvibrionales;Porticoccaceae;C1-B045;
5	13	4	22	OSD32_6_14_NSI	Bacteria;Proteobacteria;Gammaproteobacteria;Cellvibrionales;Porticoccaceae;SAR92 clade;
7	8	6	21	OSD32_6_14_NSI	Bacteria;Proteobacteria;Gammaproteobacteria;Cellvibrionales;Spongiibacteraceae;BD1-7 clade;
1	0	0	1	OSD32_6_14_NSI	Bacteria;Proteobacteria;Gammaproteobacteria;Cellvibrionales;Spongiibacteraceae;Sinobacterium;
1	0	0	1	OSD32_6_14_NSI	Bacteria;Proteobacteria;Gammaproteobacteria;Cellvibrionales;Spongiibacteraceae;Spongiibacter;
1	0	0	1	OSD32_6_14_NSI	Bacteria;Proteobacteria;Gammaproteobacteria;CK-1C2-67;
1	1	2	4	OSD32_6_14_NSI	Bacteria;Proteobacteria;Gammaproteobacteria;E01-9C-26 marine group;
1	0	0	1	OSD32_6_14_NSI	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Buttiauxella;
40	44	5	89	OSD32_6_14_NSI	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Citrobacter;
1	0	0	1	OSD32_6_14_NSI	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Cronobacter;
23	83	202	308	OSD32_6_14_NSI	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Enterobacter;
12	8	0	20	OSD32_6_14_NSI	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Escherichia-Shigella;
5	3	0	8	OSD32_6_14_NSI	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Klebsiella;
1	0	0	1	OSD32_6_14_NSI	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Lelliottia;
1	0	0	1	OSD32_6_14_NSI	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Pantoea;
1	0	0	1	OSD32_6_14_NSI	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Pragia;
3	0	0	3	OSD32_6_14_NSI	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Rahnella;
7	9	2	18	OSD32_6_14_NSI	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Raoultella;
1	0	0	1	OSD32_6_14_NSI	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Rosenbergiella;
31	48	65	144	OSD32_6_14_NSI	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Serratia;
1	0	0	1	OSD32_6_14_NSI	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;uncultured;
1	0	0	1	OSD32_6_14_NSI	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Yersinia;
1	1	0	2	OSD32_6_14_NSI	Bacteria;Proteobacteria;Gammaproteobacteria;Gammaproteobacteria Incertae Sedis;Unknown Family;Marinicella;
53	127	145	325	OSD32_6_14_NSI	Bacteria;Proteobacteria;Gammaproteobacteria;Gammaproteobacteria Incertae Sedis;Unknown Family;uncultured;
8	5	1	14	OSD32_6_14_NSI	Bacteria;Proteobacteria;Gammaproteobacteria;HTA4;
21	30	28	79	OSD32_6_14_NSI	Bacteria;Proteobacteria;Gammaproteobacteria;KI89A clade;
4	0	0	4	OSD32_6_14_NSI	Bacteria;Proteobacteria;Gammaproteobacteria;Legionellales;Coxiellaceae;Coxiella;
1	2	1	4	OSD32_6_14_NSI	Bacteria;Proteobacteria;Gammaproteobacteria;Methylococcales;Methylococcaceae;Methylovulum;
3	1	1	5	OSD32_6_14_NSI	Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;
1	0	0	1	OSD32_6_14_NSI	Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Alcanivoracaceae;Alcanivorax;
3	3	1	7	OSD32_6_14_NSI	Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Alcanivoracaceae;Kangiella;
1	1	0	2	OSD32_6_14_NSI	Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;CrystalBog021C3;
3	1	1	5	OSD32_6_14_NSI	Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Halomonadaceae;Halomonas;
1	0	0	1	OSD32_6_14_NSI	Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Halomonadaceae;Salinicola;
4	1	0	5	OSD32_6_14_NSI	Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;JL-ETNP-Y6;
3	4	4	11	OSD32_6_14_NSI	Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Litoricolaceae;Litoricola;
4	6	0	10	OSD32_6_14_NSI	Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Oceanospirillaceae;Balneatrix;
12	3	0	15	OSD32_6_14_NSI	Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Oceanospirillaceae;Marinobacterium;
2	0	1	3	OSD32_6_14_NSI	Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Oceanospirillaceae;Marinomonas;
1	0	0	1	OSD32_6_14_NSI	Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Oceanospirillaceae;Oleibacter;
1	0	0	1	OSD32_6_14_NSI	Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Oceanospirillaceae;Oleispira;
20	26	41	87	OSD32_6_14_NSI	Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Oceanospirillaceae;Pseudohongiella;
1	0	0	1	OSD32_6_14_NSI	Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Oceanospirillaceae;uncultured;
8	8	4	20	OSD32_6_14_NSI	Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Oleiphilaceae;Oleiphilus;
18	15	14	47	OSD32_6_14_NSI	Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;OM182 clade;
372	935	1269	2576	OSD32_6_14_NSI	Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;SAR86 clade;
2	0	0	2	OSD32_6_14_NSI	Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Acinetobacter;
7	4	1	12	OSD32_6_14_NSI	Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;
19	24	16	59	OSD32_6_14_NSI	Bacteria;Proteobacteria;Gammaproteobacteria;Salinisphaerales;Salinisphaeraceae;ZD0417 marine group;
1	0	0	1	OSD32_6_14_NSI	Bacteria;Proteobacteria;Gammaproteobacteria;Thiotrichales;Francisellaceae;Francisella;
5	2	6	13	OSD32_6_14_NSI	Bacteria;Proteobacteria;Gammaproteobacteria;Thiotrichales;Thiotrichaceae;Thiothrix;
5	0	0	5	OSD32_6_14_NSI	Bacteria;Proteobacteria;Gammaproteobacteria;Thiotrichales;Thiotrichales Incertae Sedis;Caedibacter;
3	0	0	3	OSD32_6_14_NSI	Bacteria;Proteobacteria;Gammaproteobacteria;Thiotrichales;uncultured;
2	2	2	6	OSD32_6_14_NSI	Bacteria;Proteobacteria;Gammaproteobacteria;Vibrionales;Vibrionaceae;Grimontia;
4	0	0	4	OSD32_6_14_NSI	Bacteria;Proteobacteria;Gammaproteobacteria;Vibrionales;Vibrionaceae;Photobacterium;
3	6	1	10	OSD32_6_14_NSI	Bacteria;Proteobacteria;Gammaproteobacteria;Vibrionales;Vibrionaceae;uncultured;
28	19	19	66	OSD32_6_14_NSI	Bacteria;Proteobacteria;Gammaproteobacteria;Vibrionales;Vibrionaceae;Vibrio;
9	7	4	20	OSD32_6_14_NSI	Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;JTB255 marine benthic group;
1	0	0	1	OSD32_6_14_NSI	Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;uncultured;
5	9	2	16	OSD32_6_14_NSI	Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;Stenotrophomonas;
2	0	0	2	OSD32_6_14_NSI	Bacteria;Proteobacteria;JdFBHP3;
3	2	3	8	OSD32_6_14_NSI	Bacteria;Proteobacteria;SPOTSOCT00m83;
5	9	8	22	OSD32_6_14_NSI	Bacteria;SBR1093;
3	3	7	13	OSD32_6_14_NSI	Bacteria;Verrucomicrobia;Arctic97B-4 marine group;
1	2	4	7	OSD32_6_14_NSI	Bacteria;Verrucomicrobia;OPB35 soil group;
1	0	0	1	OSD32_6_14_NSI	Bacteria;Verrucomicrobia;Opitutae;A714019;
1	0	0	1	OSD32_6_14_NSI	Bacteria;Verrucomicrobia;Opitutae;MB11C04 marine group;
7	2	2	11	OSD32_6_14_NSI	Bacteria;Verrucomicrobia;Opitutae;Puniceicoccales;Puniceicoccaceae;Coraliomargarita;
1	1	0	2	OSD32_6_14_NSI	Bacteria;Verrucomicrobia;Opitutae;Puniceicoccales;Puniceicoccaceae;Lentimonas;
2	0	0	2	OSD32_6_14_NSI	Bacteria;Verrucomicrobia;Opitutae;Puniceicoccales;Puniceicoccaceae;marine group;
1	0	0	1	OSD32_6_14_NSI	Bacteria;Verrucomicrobia;Opitutae;Puniceicoccales;Puniceicoccaceae;Pelagicoccus;
1	2	3	6	OSD32_6_14_NSI	Bacteria;Verrucomicrobia;Opitutae;Puniceicoccales;Puniceicoccaceae;uncultured;
12	16	21	49	OSD32_6_14_NSI	Bacteria;Verrucomicrobia;R76-B128;
4	1	4	9	OSD32_6_14_NSI	Bacteria;Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;DEV007;
7	8	2	17	OSD32_6_14_NSI	Bacteria;Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;Verrucomicrobiaceae;Persicirhabdus;
3	1	0	4	OSD32_6_14_NSI	Bacteria;Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;Verrucomicrobiaceae;Roseibacillus;
184	244	357	785	OSD32_6_14_NSI	No Relative
2	5	0	7	OSD33_6_14_MI	Archaea;Bathyarchaeota;
2	0	0	2	OSD33_6_14_MI	Archaea;Euryarchaeota;Halobacteria;Halobacteriales;Halobacteriaceae;uncultured;
114	359	555	1028	OSD33_6_14_MI	Archaea;Euryarchaeota;Thermoplasmata;Thermoplasmatales;Marine Group II;
40	222	390	652	OSD33_6_14_MI	Archaea;Euryarchaeota;Thermoplasmata;Thermoplasmatales;Marine Group III;
1	0	0	1	OSD33_6_14_MI	Archaea;Thaumarchaeota;Marine Group I;
24	167	309	500	OSD33_6_14_MI	Archaea;Thaumarchaeota;Marine Group I;Unknown Order;Unknown Family;Candidatus Nitrosopelagicus;
47	294	615	956	OSD33_6_14_MI	Archaea;Thaumarchaeota;Marine Group I;Unknown Order;Unknown Family;Candidatus Nitrosopumilus;
2	2	7	11	OSD33_6_14_MI	Archaea;Woesearchaeota (DHVEG-6);
2	0	0	2	OSD33_6_14_MI	Bacteria;Acidobacteria;Holophagae;Subgroup 10;Sva0725;
1	0	0	1	OSD33_6_14_MI	Bacteria;Acidobacteria;Subgroup 6;
89	236	387	712	OSD33_6_14_MI	Bacteria;Actinobacteria;Acidimicrobiia;Acidimicrobiales;OM1 clade;Candidatus Actinomarina;
75	114	167	356	OSD33_6_14_MI	Bacteria;Actinobacteria;Acidimicrobiia;Acidimicrobiales;Sva0996 marine group;
1	0	0	1	OSD33_6_14_MI	Bacteria;Actinobacteria;Actinobacteria;PeM15;
1	0	0	1	OSD33_6_14_MI	Bacteria;Actinobacteria;Coriobacteriia;Coriobacteriales;Coriobacteriaceae;Olsenella;
1	0	0	1	OSD33_6_14_MI	Bacteria;Actinobacteria;Thermoleophilia;Solirubrobacterales;YNPFFP1;
1	0	0	1	OSD33_6_14_MI	Bacteria;Bacteroidetes;Bacteroidetes Incertae Sedis;Order III;Unknown Family;Balneola;
1	0	0	1	OSD33_6_14_MI	Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Marinilabiaceae;uncultured;
1	0	0	1	OSD33_6_14_MI	Bacteria;Bacteroidetes;Cytophagia;Cytophagales;Cyclobacteriaceae;Cyclobacterium;
1	0	0	1	OSD33_6_14_MI	Bacteria;Bacteroidetes;Cytophagia;Cytophagales;Cytophagaceae;uncultured;
2	1	1	4	OSD33_6_14_MI	Bacteria;Bacteroidetes;Cytophagia;Cytophagales;Flammeovirgaceae;Fabibacter;
1	0	0	1	OSD33_6_14_MI	Bacteria;Bacteroidetes;Cytophagia;Cytophagales;Flammeovirgaceae;Flexithrix;
3	11	2	16	OSD33_6_14_MI	Bacteria;Bacteroidetes;Cytophagia;Cytophagales;Flammeovirgaceae;Marinoscillum;
1	2	6	9	OSD33_6_14_MI	Bacteria;Bacteroidetes;Cytophagia;Cytophagales;Flammeovirgaceae;Roseivirga;
5	1	0	6	OSD33_6_14_MI	Bacteria;Bacteroidetes;Cytophagia;Cytophagales;Flammeovirgaceae;uncultured;
3	0	0	3	OSD33_6_14_MI	Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Cryomorphaceae;Crocinitomix;
5	3	0	8	OSD33_6_14_MI	Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Cryomorphaceae;Fluviicola;
3	5	4	12	OSD33_6_14_MI	Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Cryomorphaceae;NS10 marine group;
1	1	0	2	OSD33_6_14_MI	Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Cryomorphaceae;Owenweeksia;
15	18	17	50	OSD33_6_14_MI	Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Cryomorphaceae;uncultured;
1	0	0	1	OSD33_6_14_MI	Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Arenibacter;
1	0	0	1	OSD33_6_14_MI	Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Flavicella;
1	1	0	2	OSD33_6_14_MI	Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Formosa;
1	0	0	1	OSD33_6_14_MI	Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Jejudonia;
4	0	2	6	OSD33_6_14_MI	Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;NS2b marine group;
25	55	55	135	OSD33_6_14_MI	Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;NS4 marine group;
70	216	260	546	OSD33_6_14_MI	Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;NS5 marine group;
1	2	4	7	OSD33_6_14_MI	Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Polaribacter 4;
2	1	0	3	OSD33_6_14_MI	Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Tenacibaculum;
1	0	0	1	OSD33_6_14_MI	Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Ulvibacter;
3	0	0	3	OSD33_6_14_MI	Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;uncultured;
4	5	0	9	OSD33_6_14_MI	Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;NS7 marine group;
66	96	90	252	OSD33_6_14_MI	Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;NS9 marine group;
1	0	0	1	OSD33_6_14_MI	Bacteria;Bacteroidetes;Sphingobacteriia;Sphingobacteriales;Chitinophagaceae;uncultured;
1	1	0	2	OSD33_6_14_MI	Bacteria;Bacteroidetes;Sphingobacteriia;Sphingobacteriales;Lentimicrobiaceae;
2	0	0	2	OSD33_6_14_MI	Bacteria;Bacteroidetes;Sphingobacteriia;Sphingobacteriales;Saprospiraceae;Aureispira;
